filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,class_predicted
"1_18.05.2020_19,13,48_1250632402.wav",0.407562166452,2578.34024557,2247.36889534,5077.98596078,0.15338493796,-498.766448975,83.86599731449999,-4.20596170425,21.2765388489,8.77391815186,11.2217178345,0.450491130352,3.3620865345,-1.8614783287,-4.61515474319,-4.98700666428,5.86990213394,1.65105545521,4.31038045883,-0.416299909353,2.94826006889,-1.8757327794999998,0.7797970771789999,-0.972821950912,-0.61009645462,5.0
"1_18.05.2020_19,13,48_1599862514.wav",0.363620489836,1538.27787379,1355.17116569,2699.2336781,0.0938180267995,-635.4893798830001,103.938949585,-0.6430727243419999,5.01731300354,1.57417500019,-3.1342329978900003,-3.6551222801199996,-3.6857788562800002,-6.76725769043,-7.978634834289999,-2.3146083354900004,4.515430927280001,2.4749891758,0.5088222026820001,1.96236562729,4.511575222019999,1.60995304585,0.8224088549609999,-0.443499863148,-1.57513070107,4.0
"1_18.05.2020_19,13,48_707313927.wav",0.407562166452,2578.34024557,2247.36889534,5077.98596078,0.15338493796,-498.766448975,83.86599731449999,-4.20596170425,21.2765388489,8.77391815186,11.2217178345,0.450491130352,3.3620865345,-1.8614783287,-4.61515474319,-4.98700666428,5.86990213394,1.65105545521,4.31038045883,-0.416299909353,2.94826006889,-1.8757327794999998,0.7797970771789999,-0.972821950912,-0.61009645462,5.0
"1_18.05.2020_19,13,48_821367331.wav",0.363620489836,1538.27787379,1355.17116569,2699.2336781,0.0938180267995,-635.4893798830001,103.938949585,-0.6430727243419999,5.01731300354,1.57417500019,-3.1342329978900003,-3.6551222801199996,-3.6857788562800002,-6.76725769043,-7.978634834289999,-2.3146083354900004,4.515430927280001,2.4749891758,0.5088222026820001,1.96236562729,4.511575222019999,1.60995304585,0.8224088549609999,-0.443499863148,-1.57513070107,4.0
"1_18.05.2020_19,13,48_869764108.wav",0.436303347349,2750.0841462,2625.15503599,5729.93201855,0.133633734641,-410.87341308599997,76.8443374634,24.322742462199997,10.4891796112,-5.057159900669999,8.62597465515,-2.38865423203,1.3819355964700002,-6.40397644043,-3.16993498802,-5.72960996628,4.21380519867,-4.3084583282499995,0.8389136791230001,-4.20040750504,2.7538483142900003,-3.58870172501,2.57473349571,-3.5434551239,-1.5210745334600002,4.0
"1_18.05.2020_19,13,48_95096649.wav",0.363620489836,1538.27787379,1355.17116569,2699.2336781,0.0938180267995,-635.4893798830001,103.938949585,-0.6430727243419999,5.01731300354,1.57417500019,-3.1342329978900003,-3.6551222801199996,-3.6857788562800002,-6.76725769043,-7.978634834289999,-2.3146083354900004,4.515430927280001,2.4749891758,0.5088222026820001,1.96236562729,4.511575222019999,1.60995304585,0.8224088549609999,-0.443499863148,-1.57513070107,4.0
"1_18.05.2020_19,13,49_1889278368.wav",0.431709647179,2752.88764589,2628.32500873,5738.74029862,0.133654898534,-412.268371582,76.5798416138,24.3094367981,9.976607322689999,-5.37870311737,8.44619655609,-2.35390496254,1.1013793945299999,-6.705155372619999,-3.2120754718799995,-5.40740537643,4.4423470497099995,-4.3884396553,0.7164087295530001,-4.22069406509,2.77430129051,-3.5031073093400003,2.64192509651,-3.6097676754,-1.71329295635,4.0
"1_18.05.2020_19,13,49_344927460.wav",0.456298947334,2930.37949347,2662.58283124,6039.20514842,0.143658239406,-350.932434082,67.46891021729999,20.163608551,17.2726154327,-1.7638007402400002,11.7532100677,-1.94881343842,3.7695462703699993,-6.36475896835,-3.0629525184599995,-6.45350122452,4.5872011184699995,-2.3102107048,2.72409415245,-3.99624443054,1.62622821331,-3.6430895328500004,4.376335620880001,-1.6101603508000002,-0.806745886803,6.0
"1_18.05.2020_19,13,49_364631436.wav",0.363620489836,1538.27787379,1355.17116569,2699.2336781,0.0938180267995,-635.4893798830001,103.938949585,-0.6430727243419999,5.01731300354,1.57417500019,-3.1342329978900003,-3.6551222801199996,-3.6857788562800002,-6.76725769043,-7.978634834289999,-2.3146083354900004,4.515430927280001,2.4749891758,0.5088222026820001,1.96236562729,4.511575222019999,1.60995304585,0.8224088549609999,-0.443499863148,-1.57513070107,4.0
"1_18.05.2020_19,13,49_772970554.wav",0.407562166452,2578.34024557,2247.36889534,5077.98596078,0.15338493796,-498.766448975,83.86599731449999,-4.20596170425,21.2765388489,8.77391815186,11.2217178345,0.450491130352,3.3620865345,-1.8614783287,-4.61515474319,-4.98700666428,5.86990213394,1.65105545521,4.31038045883,-0.416299909353,2.94826006889,-1.8757327794999998,0.7797970771789999,-0.972821950912,-0.61009645462,5.0
"1_18.05.2020_19,13,49_862455676.wav",0.407562166452,2578.34024557,2247.36889534,5077.98596078,0.15338493796,-498.766448975,83.86599731449999,-4.20596170425,21.2765388489,8.77391815186,11.2217178345,0.450491130352,3.3620865345,-1.8614783287,-4.61515474319,-4.98700666428,5.86990213394,1.65105545521,4.31038045883,-0.416299909353,2.94826006889,-1.8757327794999998,0.7797970771789999,-0.972821950912,-0.61009645462,5.0
"1_18.05.2020_19,13,49_949489284.wav",0.363620489836,1538.27787379,1355.17116569,2699.2336781,0.0938180267995,-635.4893798830001,103.938949585,-0.6430727243419999,5.01731300354,1.57417500019,-3.1342329978900003,-3.6551222801199996,-3.6857788562800002,-6.76725769043,-7.978634834289999,-2.3146083354900004,4.515430927280001,2.4749891758,0.5088222026820001,1.96236562729,4.511575222019999,1.60995304585,0.8224088549609999,-0.443499863148,-1.57513070107,4.0
"1_18.05.2020_19,13,50_1030753792.wav",0.363620489836,1538.27787379,1355.17116569,2699.2336781,0.0938180267995,-635.4893798830001,103.938949585,-0.6430727243419999,5.01731300354,1.57417500019,-3.1342329978900003,-3.6551222801199996,-3.6857788562800002,-6.76725769043,-7.978634834289999,-2.3146083354900004,4.515430927280001,2.4749891758,0.5088222026820001,1.96236562729,4.511575222019999,1.60995304585,0.8224088549609999,-0.443499863148,-1.57513070107,4.0
"1_18.05.2020_19,13,50_1812416108.wav",0.436303347349,2750.0841462,2625.15503599,5729.93201855,0.133633734641,-410.87341308599997,76.8443374634,24.322742462199997,10.4891796112,-5.057159900669999,8.62597465515,-2.38865423203,1.3819355964700002,-6.40397644043,-3.16993498802,-5.72960996628,4.21380519867,-4.3084583282499995,0.8389136791230001,-4.20040750504,2.7538483142900003,-3.58870172501,2.57473349571,-3.5434551239,-1.5210745334600002,4.0
"1_18.05.2020_19,13,50_399737332.wav",0.407562166452,2578.34024557,2247.36889534,5077.98596078,0.15338493796,-498.766448975,83.86599731449999,-4.20596170425,21.2765388489,8.77391815186,11.2217178345,0.450491130352,3.3620865345,-1.8614783287,-4.61515474319,-4.98700666428,5.86990213394,1.65105545521,4.31038045883,-0.416299909353,2.94826006889,-1.8757327794999998,0.7797970771789999,-0.972821950912,-0.61009645462,5.0
"1_18.05.2020_19,13,50_577901312.wav",0.431709647179,2752.88764589,2628.32500873,5738.74029862,0.133654898534,-412.268371582,76.5798416138,24.3094367981,9.976607322689999,-5.37870311737,8.44619655609,-2.35390496254,1.1013793945299999,-6.705155372619999,-3.2120754718799995,-5.40740537643,4.4423470497099995,-4.3884396553,0.7164087295530001,-4.22069406509,2.77430129051,-3.5031073093400003,2.64192509651,-3.6097676754,-1.71329295635,4.0
"1_18.05.2020_19,13,51_1012716737.wav",0.399417370558,2553.37914302,2235.41354345,5040.24452233,0.15089137783,-456.15924072300004,72.6533432007,2.41244196892,15.125175476099999,10.8841733932,8.90555953979,0.964264929295,3.1124548912,-2.45816040039,-4.91571044922,-4.73856639862,4.9448518753099995,1.55376768112,2.70442318916,-0.142063558102,2.51064348221,-0.6236270666120001,1.01000356674,-0.9097133278849999,-1.28482675552,4.0
